Scheme name	Locus tag	Description
wgMLST	YPO2215	YciK family oxidoreductase
wgMLST	YPO2216 (sohB)	protease SohB
wgMLST	YPO2217	hypothetical protein
wgMLST	YPO2218 (topA)	DNA topoisomerase I
wgMLST	YPO2219 (cysB)	LysR family transcriptional regulator CysB
wgMLST	YPO2221 (acnA)	aconitate hydratase 1
wgMLST	YPO2222 (ribA)	GTP cyclohydrolase II
wgMLST	YPO2224 (lapA)	membrane protein
wgMLST	YPO2225 (lapB)	lipopolysaccharide assembly protein LapB
wgMLST	YPO2226	hypothetical protein
wgMLST	YPO2228	translation initiation factor Sui1
wgMLST	YPO2232 (mipB)	fructose-6-phosphate aldolase
wgMLST	YPO2233	small protein yjiX
wgMLST	YPO2234 (cstA)	carbon starvation protein A
wgMLST	YPO2235 (rnb)	exoribonuclease 2
wgMLST	YPO2239 (nth)	endonuclease III
wgMLST	YPO2241 (rnfG)	electron transport complex subunit G
wgMLST	YPO2246 (rnfA)	electron transport complex subunit A
wgMLST	YPO2247	membrane protein
wgMLST	YPO2253 (araA)	L-arabinose isomerase
wgMLST	YPO2259	oxidoreductase
wgMLST	YPO2263 (manA)	mannose-6-phosphate isomerase
wgMLST	YPO2295 (yjjG)	dUMP phosphatase
wgMLST	YPO2299 (ogt)	cysteine methyltransferase
wgMLST	YPO2303 (pntA)	NAD(P) transhydrogenase subunit alpha
wgMLST	YPO2305	hypothetical protein
wgMLST	YPO2306 (arcD)	arginine:ornithine antiporter
wgMLST	YPO2323 (acpD)	FMN-dependent NADH-azoreductase
wgMLST	YPO2326	hypothetical protein
wgMLST	YPO2329 (hslI)	lactate dehydrogenase
wgMLST	YPO2333 (qacE)	QacE family quaternary ammonium compound efflux SMR transporter
wgMLST	YPO2338 (zntB)	zinc transporter ZntB
wgMLST	YPO2339 (mppA)	peptide ABC transporter substrate-binding protein
wgMLST	YPO2342 (tpx)	2-Cys peroxiredoxin
wgMLST	YPO2348	hypothetical protein
wgMLST	YPO2349 (pspC)	DNA-binding transcriptional activator PspC
wgMLST	YPO2350 (pspB)	phage shock protein B
wgMLST	YPO2351 (pspA)	phage shock protein PspA
wgMLST	YPO2355 (sapA)	peptide ABC transporter substrate-binding protein SapA
wgMLST	YPO2356 (sapB)	peptide ABC transporter permease
wgMLST	YPO2357 (sapC)	peptide ABC transporter permease
wgMLST	YPO2358 (sapD)	peptide ABC transporter ATP-binding protein
wgMLST	YPO2359 (sapF)	peptide ABC transporter ATP-binding protein
wgMLST	YPO2362	membrane protein
wgMLST	YPO2363	hypothetical protein
wgMLST	YPO2369 (tyrS)	tyrosine--tRNA ligase
wgMLST	YPO2370 (pdxH)	pyridoxine/pyridoxamine 5'-phosphate oxidase
wgMLST	YPO2372 (anmK)	anhydro-N-acetylmuramic acid kinase
wgMLST	YPO2373 (pcp)	membrane protein
wgMLST	YPO2381 (gloA)	lactoylglutathione lyase
wgMLST	YPO2383 (grxD)	glutaredoxin
wgMLST	YPO2385 (mepH)	hydrolase
wgMLST	YPO2386 (sodB)	superoxide dismutase
wgMLST	YPO2392 (norM)	MATE family efflux transporter
wgMLST	YPO2393 (pykF)	pyruvate kinase
wgMLST	YPO2394 (lpp)	murein lipoprotein
wgMLST	YPO2399 (sufE)	cysteine desulfuration protein SufE
wgMLST	YPO2401 (sufD)	FeS cluster assembly protein SufD
wgMLST	YPO2402 (sufC)	ABC transporter ATP-binding protein
wgMLST	YPO2403 (sufB)	Fe-S cluster assembly protein SufB
wgMLST	YPO2404 (sufA)	Fe-S cluster assembly scaffold SufA
wgMLST	YPO2407	membrane protein
wgMLST	YPO2408	membrane protein
wgMLST	YPO2409 (ppsA)	phosphoenolpyruvate synthase
wgMLST	YPO2410 (ppsR)	PEP synthetase regulatory protein
wgMLST	YPO2414 (lplA)	lipoate--protein ligase A
wgMLST	YPO2415 (nlpC)	endopeptidase
wgMLST	YPO2416 (arnF)	4-amino-4-deoxy-L-arabinose-phospho-UDP flippase
wgMLST	YPO2418 (arnT)	4-amino-4-deoxy-L-arabinose lipid A transferase
wgMLST	YPO2420 (arnA)	bifunctional UDP-glucuronic acid oxidase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase
wgMLST	YPO2421 (pmrF)	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
wgMLST	YPO2424 (btuE)	glutathione peroxidase
wgMLST	YPO2425 (btuC)	vitamin B12 import system permease BtuC
wgMLST	YPO2427 (ihfA)	integration host factor subunit alpha
wgMLST	YPO2428 (pheT)	phenylalanine--tRNA ligase subunit beta
wgMLST	YPO2429 (pheS)	phenylalanine--tRNA ligase subunit alpha
wgMLST	YPO2430 (rplT)	50S ribosomal protein L20
wgMLST	YPO2431 (rpmI)	50S ribosomal protein L35
wgMLST	YPO2432 (infC)	translation initiation factor IF-3
wgMLST	YPO2433 (thrS)	threonine--tRNA ligase
wgMLST	YPO2434	KTSC domain-containing protein
wgMLST	YPO2437 (marC)	stress protection protein MarC
wgMLST	YPO2438 (mltE)	lytic transglycosylase
wgMLST	YPO2439 (yfeA)	iron-binding protein
wgMLST	YPO2440 (yfeB)	iron ABC transporter permease
wgMLST	YPO2441 (yfeC)	membrane protein
wgMLST	YPO2445 (yfeE)	yfeABCD regulator yfeE
wgMLST	YPO2446 (yfbT)	2-deoxyglucose-6-phosphatase
wgMLST	YPO2506 (ompX)	outer membrane protein X
wgMLST	YPO2507 (rhtA)	threonine/homoserine exporter RhtA
wgMLST	YPO2512 (glnH)	amino acid ABC transporter substrate-binding protein
wgMLST	YPO2513 (glnP)	glutamine ABC transporter permease
wgMLST	YPO2524 (menC)	o-succinylbenzoate synthase
wgMLST	YPO2525 (menB)	"1,4-dihydroxy-2-naphthoyl-CoA synthase"
wgMLST	YPO2531 (elaB)	membrane protein
wgMLST	YPO2543 (nuoN)	NADH-quinone oxidoreductase subunit N
wgMLST	YPO2544 (nuoM)	NADH-quinone oxidoreductase subunit M
wgMLST	YPO2545 (nuoL)	NADH-quinone oxidoreductase subunit L
wgMLST	YPO2546 (nuoK)	NADH-quinone oxidoreductase subunit K
wgMLST	YPO2547 (nuoJ)	NADH:ubiquinone oxidoreductase subunit J
wgMLST	YPO2548 (nuoI)	NADH-quinone oxidoreductase subunit I
wgMLST	YPO2549 (nuoH)	NADH-quinone oxidoreductase subunit H
wgMLST	YPO2550 (nuoG)	NADH-quinone oxidoreductase subunit G
wgMLST	YPO2551 (nuoF)	NADH-quinone oxidoreductase subunit F
wgMLST	YPO2552 (nuoE)	NADH-quinone oxidoreductase subunit E
wgMLST	YPO2553 (nuoD)	NADH-quinone oxidoreductase subunit C/D
wgMLST	YPO2554 (nuoB)	NADH-quinone oxidoreductase subunit B
wgMLST	YPO2558 (aat)	aminotransferase AlaT
wgMLST	YPO2559 (yfbR)	5'-deoxynucleotidase
wgMLST	YPO2561	SLC13 family permease
wgMLST	YPO2563	hypothetical protein
wgMLST	YPO2564	hypothetical protein
wgMLST	YPO2566 (ackA)	acetate kinase
wgMLST	YPO2568	LacI family transcriptional regulator
wgMLST	YPO2569 (ulaC)	PTS ascorbate transporter subunit IIA
wgMLST	YPO2592	membrane protein
wgMLST	YPO2593	helix-turn-helix transcriptional regulator
wgMLST	YPO2596 (crcB)	fluoride ion transporter CrcB
wgMLST	YPO2598 (lipA)	lipoyl synthase
wgMLST	YPO2600	proposed lipoate regulatory protein YbeD
wgMLST	YPO2601 (dacA)	D-alanyl-D-alanine carboxypeptidase
wgMLST	YPO2602 (rlpA)	rare lipoprotein A
wgMLST	YPO2603 (rodA)	cell wall shape-determining protein
wgMLST	YPO2604 (pbpA)	penicillin-binding protein 2
wgMLST	YPO2605 (rlmH)	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
wgMLST	YPO2606 (ybeB)	ribosome silencing factor RsfS
wgMLST	YPO2608 (holA)	DNA polymerase III subunit delta
wgMLST	YPO2609 (rlpB)	LPS biosynthesis protein
wgMLST	YPO2610 (leuS)	leucine--tRNA ligase
wgMLST	YPO2611	putative alpha helical protein
wgMLST	YPO2612 (gltL)	arginine transporter ATP-binding subunit
wgMLST	YPO2613 (gltK)	amino acid ABC transporter permease
wgMLST	YPO2614 (gltJ)	glutamate/aspartate ABC transporter permease GltJ
wgMLST	YPO2615 (glnH)	amino acid transporter
wgMLST	YPO2617 (ybeX)	cobalt transporter
wgMLST	YPO2618 (ybeY)	rRNA maturation RNase YbeY
wgMLST	YPO2620 (miaB)	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
wgMLST	YPO2621 (ubiF)	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"
wgMLST	YPO2623 (asnB)	asparagine synthase B
wgMLST	YPO2624 (nagD)	UMP phosphatase
wgMLST	YPO2626 (nagA)	N-acetylglucosamine-6-phosphate deacetylase
wgMLST	YPO2627 (nagB)	glucosamine-6-phosphate deaminase
wgMLST	YPO2628 (nagE)	PTS N-acetyl glucosamine transporter subunits IIABC
wgMLST	YPO2630 (glnS)	glutamine--tRNA ligase
wgMLST	YPO2634 (fur)	transcriptional repressor
wgMLST	YPO2635 (fldA)	flavodoxin FldA
wgMLST	YPO2637	LexA regulated protein
wgMLST	YPO2646 (proW)	proline/betaine ABC transporter permease ProW
wgMLST	YPO2647 (proV)	glycine betaine/L-proline ABC transporter ATP-binding protein
wgMLST	YPO2648 (nrdF)	ribonucleotide-diphosphate reductase subunit beta
wgMLST	YPO2649 (nrdE)	ribonucleoside-diphosphate reductase subunit alpha
wgMLST	YPO2651 (nrdH)	NrdH-redoxin
wgMLST	YPO2654 (yicN)	membrane protein
wgMLST	YPO2660	nickel ABC transporter substrate-binding protein
wgMLST	YPO2661	peptide ABC transporter permease
wgMLST	YPO2662	peptide ABC transporter permease
wgMLST	YPO2663	peptide ABC transporter ATP-binding protein
wgMLST	YPO2674 (hdeB)	acid-resistance protein
wgMLST	YPO2678 (celA)	PTS sugar transporter subunit IIB
wgMLST	YPO2679 (celB)	"PTS system N,N'-diacetylchitobiose-specific transporter subunit IIC"
wgMLST	YPO2680 (celC)	PTS N'-diacetylchitobiose transporter subunit IIA
wgMLST	YPO2681 (celD)	transcriptional regulator
wgMLST	YPO2682 (chbG)	chitooligosaccharide deacetylase
wgMLST	YPO2685 (seqA)	replication initiation regulator SeqA
wgMLST	YPO2687	membrane protein
wgMLST	YPO2688 (kdpE)	DNA-binding response regulator
wgMLST	YPO2690 (kdpC)	potassium-transporting ATPase subunit C
wgMLST	YPO2693 (ybfA)	membrane protein
wgMLST	YPO2697	Nif3-like dinuclear metal center hexameric protein
wgMLST	YPO2700	LamB/YcsF family protein
wgMLST	YPO2701	membrane protein
wgMLST	YPO2702	membrane protein
wgMLST	YPO2703 (pcp)	pyrrolidone-carboxylate peptidase
wgMLST	YPO2704 (ung)	uracil-DNA glycosylase
wgMLST	YPO2709 (yfiC)	tRNA (adenosine(37)-N6)-methyltransferase TrmM
wgMLST	YPO2710 (nadB)	L-aspartate oxidase
wgMLST	YPO2711 (rpoE)	RNA polymerase sigma factor RpoE
wgMLST	YPO2712 (rseA)	anti-RNA polymerase sigma factor SigE
wgMLST	YPO2713 (rseB)	sigma-E factor regulatory protein RseB
wgMLST	YPO2716 (lepA)	elongation factor 4
wgMLST	YPO2717 (lepB)	S26 family signal peptidase
wgMLST	YPO2718 (rnc)	ribonuclease 3
wgMLST	YPO2719 (era)	GTPase Era
wgMLST	YPO2720 (recO)	DNA repair protein RecO
wgMLST	YPO2735 (ccmB)	heme exporter protein B
wgMLST	YPO2736 (ccmC)	heme ABC transporter permease
wgMLST	YPO2738 (ccmE)	cytochrome c-type biogenesis protein CcmE
wgMLST	YPO2741 (ccmH)	cytochrome c-type biogenesis protein CcmH
wgMLST	YPO2743 (vacJ)	ABC transporter permease
wgMLST	YPO2744 (fadL)	long-chain fatty acid transporter
wgMLST	YPO2745	hypothetical protein
wgMLST	YPO2746 (fadI)	acetyl-CoA C-acyltransferase FadI
wgMLST	YPO2748 (sixA)	phosphohistidine phosphatase
wgMLST	YPO2749	Probable DNA endonuclease SmrA
wgMLST	YPO2750 (prmB)	"protein-(glutamine-N5) methyltransferase, ribosomal protein L3-specific"
wgMLST	YPO2751 (aroC)	chorismate synthase
wgMLST	YPO2753 (yfcA)	membrane protein
wgMLST	YPO2757 (fabB)	beta-ketoacyl-[acyl-carrier-protein] synthase I
wgMLST	YPO2760 (flk)	flagella biosynthesis regulator
wgMLST	YPO2765 (asd)	aspartate-semialdehyde dehydrogenase
wgMLST	YPO2767 (dedA)	membrane protein
wgMLST	YPO2768 (accD)	acetyl-CoA carboxylase carboxyltransferase subunit beta
wgMLST	YPO2769 (folC)	bifunctional tetrahydrofolate synthase/dihydrofolate synthase
wgMLST	YPO2770 (dedD)	cell division protein DedD
wgMLST	YPO2771 (cvpA)	colicin V production protein
wgMLST	YPO2772 (purF)	amidophosphoribosyltransferase
wgMLST	YPO2773 (ubiX)	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
wgMLST	YPO2774 (hisJ)	amino acid ABC transporter substrate-binding protein
wgMLST	YPO2775 (hisQ)	histidine/lysine/arginine/ornithine ABC transporter permease HisQ
wgMLST	YPO2776 (hisM)	histidine/lysine/arginine/ornithine ABC transporter permease HisM
wgMLST	YPO2777 (hisP)	amino acid transporter
wgMLST	YPO2778	epimerase
wgMLST	YPO2781	NUDIX hydrolase
wgMLST	YPO2782 (ulaA)	PTS ascorbate transporter subunit IIC
wgMLST	YPO2825 (ybcJ)	ribosome-associated protein
wgMLST	YPO2827 (upp)	uracil phosphoribosyltransferase
wgMLST	YPO2828 (purI)	phosphoribosylformylglycinamidine cyclo-ligase
wgMLST	YPO2829 (purN)	phosphoribosylglycinamide formyltransferase
wgMLST	YPO2830 (speG)	spermidine N1-acetyltransferase
wgMLST	YPO2840 (yegD)	molecular chaperone
wgMLST	YPO2847 (yegM)	multidrug transporter subunit MdtA
wgMLST	YPO2853 (baeR)	DNA-binding response regulator
wgMLST	YPO2854	hypothetical protein
wgMLST	YPO2856	lipid kinase YegS
wgMLST	YPO2859 (thiD)	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
wgMLST	YPO2870 (guaA)	GMP synthetase
wgMLST	YPO2871 (guaB)	IMP dehydrogenase
wgMLST	YPO2873	primosomal protein N' (replication factor Y) - superfamily II helicase
wgMLST	YPO2874	transporter
wgMLST	YPO2875 (engA)	ribosome biogenesis GTPase Der
wgMLST	YPO2876 (yfgL)	outer membrane protein assembly factor BamB
wgMLST	YPO2877 (yfgM)	membrane protein
wgMLST	YPO2878 (hisS)	histidine--tRNA ligase
wgMLST	YPO2880 (yfgA)	"cytoskeleton protein RodZ, partial"
wgMLST	YPO2881 (pilF)	type IV pilus biogenesis/stability protein PilW
wgMLST	YPO2882 (rlmN)	bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN
wgMLST	YPO2890	Fe-S assembly protein IscX
wgMLST	YPO2891 (fdx)	"ferredoxin, 2Fe-2S type, ISC system"
wgMLST	YPO2892 (hscA)	molecular chaperone HscA
wgMLST	YPO2894 (iscA)	(Fe-S)-cluster assembly protein
wgMLST	YPO2895 (nifU)	iron-sulfur cluster scaffold-like protein
wgMLST	YPO2896 (iscS)	cysteine desulfurase IscS
wgMLST	YPO2897 (iscR)	Fe-S cluster assembly transcriptional regulator IscR
wgMLST	YPO2899 (suhB)	inositol monophosphatase
wgMLST	YPO2901	nickel transporter
wgMLST	YPO2902	membrane protein
wgMLST	YPO2907 (glyA)	serine hydroxymethyltransferase
wgMLST	YPO2908 (hmp)	flavohemoprotein
wgMLST	YPO2911 (glnB)	nitrogen regulatory protein P-II 1
wgMLST	YPO2912 (nadE)	NAD+ synthase
wgMLST	YPO2914 (glrR)	two-component system response regulator GlrR
wgMLST	YPO2916 (glrK)	two-component sensor histidine kinase
wgMLST	YPO2921 (purL)	phosphoribosylformylglycinamidine synthase
wgMLST	YPO2922 (mltF)	lytic transglycosylase F
wgMLST	YPO2924 (yfhB)	HAD family hydrolase
wgMLST	YPO2925 (murQ)	N-acetylmuramic acid 6-phosphate etherase
wgMLST	YPO2926	transcriptional regulator
wgMLST	YPO2927 (fdx)	ferredoxin
wgMLST	YPO2929 (acpS)	holo-ACP synthase
wgMLST	YPO2930 (pdxJ)	pyridoxine 5'-phosphate synthase
wgMLST	YPO2976	diguanylate cyclase
wgMLST	YPO2982 (mntH)	divalent metal cation transporter
wgMLST	YPO2984 (gltX)	glutamate--tRNA ligase
wgMLST	YPO2987	flxA
wgMLST	YPO2990 (zipA)	Cell division protein ZipA homolog
wgMLST	YPO2992 (cysK)	cysteine synthase A
wgMLST	YPO2993 (ptsH)	PTS sugar transporter
wgMLST	YPO2994 (ptsI)	phosphoenolpyruvate--protein phosphotransferase
wgMLST	YPO2995 (crr)	"PTS D-glucose IIA component, Glc family"
wgMLST	YPO3012 (cysA)	sulfate/thiosulfate transporter subunit
wgMLST	YPO3013 (cysW)	sulfate/thiosulfate transporter permease subunit
wgMLST	YPO3014 (cysT)	sulfate/thiosulfate transporter subunit
wgMLST	YPO3015 (cysP)	thiosulfate transporter subunit
wgMLST	YPO3025	deferrochelatase/peroxidase YfeX
wgMLST	YPO3027 (ygiW)	TIGR00156 family protein
wgMLST	YPO3032 (hemF)	coproporphyrinogen III oxidase
wgMLST	YPO3034 (maeB)	malic enzyme
wgMLST	YPO3036 (napC)	cytochrome c-type protein NapC
wgMLST	YPO3037 (napB)	nitrate reductase cytochrome C550 subunit
wgMLST	YPO3038 (napA)	nitrate reductase catalytic subunit
wgMLST	YPO3039 (napD)	nitrate reductase
wgMLST	YPO3040 (napF)	ferredoxin-type protein NapF
wgMLST	YPO3041 (narP)	DNA-binding response regulator
wgMLST	YPO3052	arsenate reductase
wgMLST	YPO3053 (dapE)	succinyl-diaminopimelate desuccinylase
wgMLST	YPO3057 (yeaL)	membrane protein
wgMLST	YPO3059 (purC)	phosphoribosylaminoimidazolesuccinocarboxamide synthase
wgMLST	YPO3062 (dapA)	4-hydroxy-tetrahydrodipicolinate synthase
wgMLST	YPO3063 (gcvR)	glycine cleavage system transcriptional repressor
wgMLST	YPO3064 (bcp)	peroxiredoxin
wgMLST	YPO3068 (perM)	AI-2E family transporter
wgMLST	YPO3069	beta-barrel assembly-enhancing protease
wgMLST	YPO3073 (cysS)	cysteine--tRNA ligase
wgMLST	YPO3075 (lpxH)	"UDP-2,3-diacylglucosamine hydrolase"
wgMLST	YPO3077 (purK)	5-(carboxyamino)imidazole ribonucleotide synthase
wgMLST	YPO3079 (ybbA)	ABC transporter ATP-binding protein
wgMLST	YPO3081 (ybbO)	short-chain dehydrogenase/reductase
wgMLST	YPO3082 (ybbN)	thioredoxin
wgMLST	YPO3083	paraslipin
wgMLST	YPO3084 (ybbJ)	membrane protein
wgMLST	YPO3086 (copA)	Cu+ exporting ATPase
wgMLST	YPO3088 (ybaK)	aminoacyl-tRNA deacylase
wgMLST	YPO3094 (rosB)	Kef family K(+) transporter
wgMLST	YPO3095 (gsk)	inosine/guanosine kinase
wgMLST	YPO3118 (adk)	adenylate kinase
wgMLST	YPO3119 (htpG)	molecular chaperone HtpG
wgMLST	YPO3120 (recR)	recombination protein RecR
wgMLST	YPO3121	nucleoid-associated protein
wgMLST	YPO3122 (dnaX)	DNA polymerase III subunit gamma/tau
wgMLST	YPO3123 (apt)	adenine phosphoribosyltransferase
wgMLST	YPO3127 (priC)	prephenate dehydrogenase
wgMLST	YPO3128	Protein of uncharacterised function (DUF2496)
wgMLST	YPO3130 (ychN)	DsrE family protein
wgMLST	YPO3132 (acrA)	MexE family multidrug efflux RND transporter periplasmic adaptor subunit
wgMLST	YPO3133 (acrB)	multidrug efflux RND transporter permease subunit
wgMLST	YPO3135 (rpmJ)	50S ribosomal protein L36
wgMLST	YPO3136	hypothetical protein
wgMLST	YPO3137 (tomB)	biofilm formation regulator
wgMLST	YPO3142 (amtB)	ammonium transporter
wgMLST	YPO3143 (glnK)	nitrogen regulatory protein P-II 2
wgMLST	YPO3145 (mdlA)	multidrug ABC transporter permease/ATP-binding protein
wgMLST	YPO3146 (ybaO)	AsnC family transcriptional regulator
wgMLST	YPO3147 (cysK)	cysteine synthase
wgMLST	YPO3148 (cof)	thiamin pyrimidine pyrophosphate hydrolase
wgMLST	YPO3149	peptide ABC transporter substrate-binding protein
wgMLST	YPO3150 (queC)	7-cyano-7-deazaguanine synthase QueC
wgMLST	YPO3153 (ppiD)	peptidylprolyl isomerase
wgMLST	YPO3155 (lon)	endopeptidase La
wgMLST	YPO3156 (clpX)	ATP-dependent Clp protease ATP-binding subunit ClpX
wgMLST	YPO3157 (clpP)	ATP-dependent Clp protease proteolytic subunit
wgMLST	YPO3158 (tig)	trigger factor
wgMLST	YPO3161 (yajG)	putative lipoprotein
wgMLST	YPO3163 (yfeN)	ion channel protein Tsx
wgMLST	YPO3164 (cyoA)	cytochrome ubiquinol oxidase subunit II
wgMLST	YPO3165 (cyoB)	cytochrome ubiquinol oxidase subunit I
wgMLST	YPO3166 (cyoC)	cytochrome o ubiquinol oxidase subunit III
wgMLST	YPO3167 (cyoD)	cytochrome o ubiquinol oxidase subunit IV
wgMLST	YPO3168 (cyoE)	protoheme IX farnesyltransferase
wgMLST	YPO3169 (yajR)	membrane protein
wgMLST	YPO3170	YajQ family cyclic di-GMP-binding protein
wgMLST	YPO3171 (apbA)	2-dehydropantoate 2-reductase
wgMLST	YPO3173 (thiI)	tRNA 4-thiouridine(8) synthase ThiI
wgMLST	YPO3175 (xseB)	exodeoxyribonuclease 7 small subunit
wgMLST	YPO3176 (ispA)	geranyl transferase
wgMLST	YPO3177 (dxs)	1-deoxy-D-xylulose-5-phosphate synthase
wgMLST	YPO3180 (thiL)	thiamine-monophosphate kinase
wgMLST	YPO3181 (nusB)	N utilization substance protein B
wgMLST	YPO3182 (ribH)	"6,7-dimethyl-8-ribityllumazine synthase"
wgMLST	YPO3183 (ribD)	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
wgMLST	YPO3184 (nrdR)	NrdR family transcriptional regulator
wgMLST	YPO3188 (secF)	preprotein translocase subunit SecF
wgMLST	YPO3189 (secD)	preprotein translocase subunit SecD
wgMLST	YPO3190 (yajC)	preprotein translocase subunit YajC
wgMLST	YPO3193 (acpH)	ACP phosphodiesterase
wgMLST	YPO3194 (ahpC)	peroxiredoxin
wgMLST	YPO3199	short-chain dehydrogenase
wgMLST	YPO3202 (brnQ)	branched-chain amino acid transport system II carrier protein
wgMLST	YPO3203 (pstS)	phosphate ABC transporter substrate-binding protein
wgMLST	YPO3204 (phoR)	PAS domain-containing sensor histidine kinase
wgMLST	YPO3205 (phoB)	DNA-binding response regulator
wgMLST	YPO3211 (scrK)	fructokinase
wgMLST	YPO3212 (rdgC)	recombination-associated protein RdgC
wgMLST	YPO3213	hypothetical protein
wgMLST	YPO3215 (aroL)	shikimate kinase II
wgMLST	YPO3216	methyltransferase
wgMLST	YPO3221 (proA)	gamma-glutamyl-phosphate reductase
wgMLST	YPO3222 (proB)	glutamate 5-kinase
wgMLST	YPO3223 (crl)	sigma factor-binding protein Crl
wgMLST	YPO3224 (frsA)	fermentation/respiration switch protein
wgMLST	YPO3225 (gpt)	xanthine phosphoribosyltransferase
wgMLST	YPO3230 (pepD)	aminoacyl-histidine dipeptidase
wgMLST	YPO3231 (dinP)	DNA polymerase IV
wgMLST	YPO3233	hypothetical protein
wgMLST	YPO3234 (apbE)	FAD:protein FMN transferase ApbE
wgMLST	YPO3235 (nqrF)	NADH:ubiquinone reductase (Na(+)-transporting) subunit F
wgMLST	YPO3236 (nqrE)	NADH:ubiquinone reductase (Na(+)-transporting) subunit E
wgMLST	YPO3237 (nqrD)	NADH:ubiquinone reductase (Na(+)-transporting) subunit D
wgMLST	YPO3238 (nqrC)	NADH:ubiquinone reductase (Na(+)-transporting) subunit C
wgMLST	YPO3239 (nqrB)	NADH:ubiquinone reductase (Na(+)-transporting) subunit B
wgMLST	YPO3240 (nqrA)	NADH:ubiquinone reductase (Na(+)-transporting) subunit A
wgMLST	YPO3243 (gmhA)	phosphoheptose isomerase
wgMLST	YPO3244 (fadE)	acyl-CoA dehydrogenase
wgMLST	YPO3264	amino acid transporter
wgMLST	YPO3265	branched-chain amino acid ABC transporter permease
wgMLST	YPO3266 (emrR)	transcriptional regulator
wgMLST	YPO3267 (emrA)	multidrug transporter
wgMLST	YPO3268 (emrB)	multidrug effux MFS transporter subunit EmrB
wgMLST	YPO3271 (yfiP)	DTW domain-containing protein
wgMLST	YPO3272 (yfiQ)	protein lysine acetyltransferase
wgMLST	YPO3273 (pssA)	phosphatidylserine synthase
wgMLST	YPO3275 (clpB)	chaperone protein ClpB
wgMLST	YPO3276 (yfiH)	Laccase domain protein YfiH
wgMLST	YPO3277 (rluD)	23S rRNA pseudouridine(1911/1915/1917) synthase
wgMLST	YPO3278 (yfiO)	outer membrane biogenesis protein BamD
wgMLST	YPO3279 (yfiA)	ribosomal subunit interface protein
wgMLST	YPO3285 (tyrA)	bifunctional chorismate mutase/prephenate dehydrogenase
wgMLST	YPO3287	DNA-binding response regulator
wgMLST	YPO3290 (ydiY)	membrane protein
wgMLST	YPO3293 (trmD)	tRNA (guanosine(37)-N1)-methyltransferase TrmD
wgMLST	YPO3294 (rimM)	ribosome maturation factor RimM
wgMLST	YPO3295 (rpsP)	30S ribosomal protein S16
wgMLST	YPO3296 (ffh)	signal recognition particle protein
wgMLST	YPO3300 (luxS)	S-ribosylhomocysteine lyase
wgMLST	YPO3301 (gshA)	glutamate--cysteine ligase
wgMLST	YPO3302 (yqaA)	membrane protein
wgMLST	YPO3303 (yqaB)	fructose-1-P/6-phosphogluconate phosphatase
wgMLST	YPO3304 (csrA)	carbon storage regulator
wgMLST	YPO3305 (alaS)	alanine--tRNA ligase
wgMLST	YPO3307 (recA)	DNA recombination/repair protein RecA
wgMLST	YPO3308 (pncC)	competence/damage-inducible protein CinA domain protein
wgMLST	YPO3335 (fumA)	fumarate hydratase
wgMLST	YPO3355 (rpoS)	RNA polymerase sigma factor RpoS
wgMLST	YPO3356 (nlpD)	peptidase
wgMLST	YPO3357 (pcm)	protein-L-isoaspartate O-methyltransferase
wgMLST	YPO3359 (truD)	tRNA pseudouridine synthase TruD
wgMLST	YPO3363 (ygbE)	membrane protein
wgMLST	YPO3365 (cysN)	sulfate adenylyltransferase
wgMLST	YPO3366 (cysD)	sulfate adenylyltransferase subunit 2
wgMLST	YPO3371 (cysI)	sulfite reductase subunit beta
wgMLST	YPO3372 (cysJ)	sulfite reductase subunit alpha
wgMLST	YPO3374 (queE)	7-carboxy-7-deazaguanine synthase QueE
wgMLST	YPO3375 (sodC)	superoxide dismutase
wgMLST	YPO3376 (eno)	phosphopyruvate hydratase
wgMLST	YPO3377 (pyrG)	CTP synthetase
wgMLST	YPO3378 (mazG)	nucleoside triphosphate pyrophosphohydrolase
wgMLST	YPO3380 (relA)	GTP pyrophosphokinase
wgMLST	YPO3382 (gsrA)	serine endoprotease
wgMLST	YPO3383 (dgt)	deoxyguanosinetriphosphate triphosphohydrolase
wgMLST	YPO3384 (mtn)	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
wgMLST	YPO3386 (yadS)	membrane protein
wgMLST	YPO3387 (erpA)	iron-sulfur cluster insertion protein ErpA
wgMLST	YPO3388 (yadQ)	ClC family H(+)/Cl(-) exchange transporter
wgMLST	YPO3389 (hemL)	"glutamate-1-semialdehyde 2,1-aminomutase"
wgMLST	YPO3390 (fhuB)	Fe3+-hydroxamate ABC transporter permease FhuB
