Scheme name	Locus tag	Description
wgMLST	STMMW_17171 (trpH)	S-adenosylmethionine tRNA ribosyltransferase
wgMLST	STMMW_17181 (trpE)	anthranilate synthase component 1
wgMLST	STMMW_17191 (trpD)	bifunctional glutamine amidotransferase/anthranilate phosphoribosyltransferase
wgMLST	STMMW_17201 (trpC)	bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
wgMLST	STMMW_17211 (trpB)	tryptophan synthase subunit beta
wgMLST	STMMW_17221 (trpA)	tryptophan synthase subunit alpha
wgMLST	STMMW_17241 (yciF)	hypothetical protein
wgMLST	STMMW_17251 (yciE)	Ferritin diiron-carboxylate
wgMLST	STMMW_17261 (katN)	Mn-containing catalase
wgMLST	STMMW_17271 (ompW)	Outer membrane protein W precursor
wgMLST	STMMW_17281	ferredoxin
wgMLST	STMMW_17291 (yciC)	putative membrane protein
wgMLST	STMMW_17301 (ispZ)	intracellular septation protein A
wgMLST	STMMW_17311 (yciA)	"Acyl-CoA thioesterase YciA, involved in membrane biogenesis"
wgMLST	STMMW_17321 (tonB)	"energy transducer; uptake of iron, cyanocobalimin; sensitivity to phages, colicins"
wgMLST	STMMW_17331 (yciI)	YciI-like protein
wgMLST	STMMW_17341 (cls)	cardiolipin synthase A
wgMLST	STMMW_17351 (yciU)	dsDNA-mimic protein
wgMLST	STMMW_17361 (kch)	putative voltage-gated potassium channel
wgMLST	STMMW_17371 (oppF)	oligopeptide ABC transporter ATP-binding protein OppF
wgMLST	STMMW_17381 (oppD)	oligopeptide transporter ATP-binding component
wgMLST	STMMW_17391 (oppC)	peptide ABC transporter permease
wgMLST	STMMW_17401 (oppB)	oligopeptide permease ABC transporter membrane component
wgMLST	STMMW_17411 (oppA)	"ABC superfamily (periplasm), oligopeptide transport protein with chaperone properties"
wgMLST	STMMW_17431 (ychE)	membrane protein
wgMLST	STMMW_17451 (tdk)	thymidine kinase
wgMLST	STMMW_17461 (hns)	transcriptional regulator
wgMLST	STMMW_17471 (galU)	UTP--glucose-1-phosphate uridylyltransferase
wgMLST	STMMW_17481 (hnr)	response regulator of RpoS
wgMLST	STMMW_17491 (ychK)	patatin family protein
wgMLST	STMMW_17501 (ychJ)	protein YchJ
wgMLST	STMMW_17511 (purU)	formyltetrahydrofolate deformylase
wgMLST	STMMW_17531 (narI)	respiratory nitrate reductase subunit gamma
wgMLST	STMMW_17541 (narJ)	nitrate reductase molybdenum cofactor assembly chaperone
wgMLST	STMMW_17551 (narH)	nitrate reductase subunit beta
wgMLST	STMMW_17561 (narG)	nitrate reductase subunit alpha
wgMLST	STMMW_17571 (narK)	nitrate/nitrite transporter NarK
wgMLST	STMMW_17581 (narX)	nitrate/nitrite two-component system sensor histidine kinase
wgMLST	STMMW_17591 (narL)	two-component system response regulator
wgMLST	STMMW_17601 (ychP)	invasin
wgMLST	STMMW_17611 (ychN)	ACR family transporter
wgMLST	STMMW_17621 (chaB)	Cation transport regulator ChaB
wgMLST	STMMW_17631 (chaA)	sodium:proton antiporter
wgMLST	STMMW_17641 (kdsA)	3-deoxy-8-phosphooctulonate synthase
wgMLST	STMMW_17651 (ychA)	transcriptional regulator
wgMLST	STMMW_17661 (sirC)	transcriptional regulator
wgMLST	STMMW_17671 (hemK)	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase
wgMLST	STMMW_17681 (prfA)	peptide chain release factor 1
wgMLST	STMMW_17691 (hemA)	glutamyl-tRNA reductase
wgMLST	STMMW_17701 (hemM)	"outer membrane lipoprotein LolB, partial"
wgMLST	STMMW_17711 (ipk)	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
wgMLST	STMMW_17721 (prs)	ribose-phosphate pyrophosphokinase
wgMLST	STMMW_17731 (ychM)	C4-dicarboxylic acid transporter DauA
wgMLST	STMMW_17741 (ychH)	membrane protein
wgMLST	STMMW_17751 (pth)	aminoacyl-tRNA hydrolase
wgMLST	STMMW_17761 (ychF)	GTP-binding and nucleic acid-binding protein YchF
wgMLST	STMMW_17781 (hyaA)	"hydrogenase 1, small subunit"
wgMLST	STMMW_17791 (hyaB)	hydrogenase 2 large subunit
wgMLST	STMMW_17801 (hyaC)	Ni/Fe hydrogenase 1 b-type cytochrome subunit
wgMLST	STMMW_17811 (hyaD)	hydrogenase 1 maturation protease
wgMLST	STMMW_17821 (hyaE)	"hydrogenase-1 operon protein HyaE, partial"
wgMLST	STMMW_17831 (hyaF)	hydrogenase maturation factor HoxQ
wgMLST	STMMW_17861	cytochrome bd-II oxidase subunit
wgMLST	STMMW_17871 (gdhA)	putative Homolog of glutamic dehyrogenase
wgMLST	STMMW_17881 (treA)	"alpha,alpha-trehalase"
wgMLST	STMMW_17891 (ymgE)	transglycosylase associated protein
wgMLST	STMMW_17901 (ycgR)	flagellar brake protein YcgR
wgMLST	STMMW_17911 (emtA)	lytic murein transglycosylase
wgMLST	STMMW_17921 (ldcA)	"L,D-carboxypeptidase A"
wgMLST	STMMW_17931 (cvrA)	K+/H+ antiporter NhaP2
wgMLST	STMMW_17941 (alr-a)	alanine racemase catabolic
wgMLST	STMMW_17951 (dadA)	D-amino acid dehydrogenase small subunit
wgMLST	STMMW_17961 (ycgB)	SpoVR family protein
wgMLST	STMMW_17971 (fadR)	fatty acid metabolism regulator protein
wgMLST	STMMW_17981 (nhaB)	Na+/H+ antiporter NhaB
wgMLST	STMMW_17991 (dsbB)	"disulfide bond formation protein B, partial"
wgMLST	STMMW_18001	tellurite resistance protein B
wgMLST	STMMW_18011	GnsA/GnsB family
wgMLST	STMMW_18021	hypothetical protein
wgMLST	STMMW_18031 (ycgN)	YcgN
wgMLST	STMMW_18041 (ycgM)	Fumarylacetoacetate hydrolase
wgMLST	STMMW_18051 (ycgL)	Protein YcgL
wgMLST	STMMW_18061 (minC)	septum formation inhibitor
wgMLST	STMMW_18071 (minD)	cell division inhibitor MinD
wgMLST	STMMW_18081 (minE)	cell division topological specificity factor MinE
wgMLST	STMMW_18091 (rnd)	ribonuclease D
wgMLST	STMMW_18101 (fadD)	long-chain fatty acid--CoA ligase
wgMLST	STMMW_18111 (yeaY)	Starvation lipoprotein Slp -like protein
wgMLST	STMMW_18121 (yeaZ)	tRNA N6-adenosine(37)-N6-threonylcarbamoyltransferase complex dimerization subunit TsaB
wgMLST	STMMW_18131 (yoaA)	ATP-dependent helicase
wgMLST	STMMW_18141 (yoaB)	endoribonuclease L-PSP
wgMLST	STMMW_18151 (yoaH)	UPF0181 protein CKO_01169
wgMLST	STMMW_18161 (pabB)	aminodeoxychorismate synthase component I
wgMLST	STMMW_18171 (yeaB)	coenzyme A pyrophosphatase
wgMLST	STMMW_18181 (sdaA)	L-serine ammonia-lyase
wgMLST	STMMW_18191	putative diguanylate cyclase/phosphodiesterase
wgMLST	STMMW_18211	putative cytoplasmic protein
wgMLST	STMMW_18221 (manX)	PTS mannose transporter subunit EIIAB
wgMLST	STMMW_18231 (manY)	PTS mannose/fructose/sorbose transporter subunit IIC
wgMLST	STMMW_18241 (manZ)	PTS system mannose-specific transporter subunit IID
wgMLST	STMMW_18251	putative membrane protein
wgMLST	STMMW_18261 (yebN)	manganese efflux pump MntP
wgMLST	STMMW_18271 (rrmA)	23S rRNA (guanine(745)-N(1))-methyltransferase
wgMLST	STMMW_18281 (ftsI2)	peptidoglycan synthetase FtsI
wgMLST	STMMW_18292 (yobF)	DUF2527 domain-containing protein
wgMLST	STMMW_18293	hypothetical protein
wgMLST	STMMW_18294 (yobG)	PhoP family transcriptional regulator
wgMLST	STMMW_18301	YobH-like protein
wgMLST	STMMW_18311 (kdgR)	DNA-binding transcriptional regulator KdgR
wgMLST	STMMW_18321 (yebQ)	multidrug MFS transporter
wgMLST	STMMW_18331 (htpX)	protease HtpX
wgMLST	STMMW_18341 (prc)	Tail-specific protease precursor
wgMLST	STMMW_18351 (proQ)	RNA chaperone ProQ
wgMLST	STMMW_18361 (yebR)	free methionine-R-sulfoxide reductase
wgMLST	STMMW_18371 (yebS)	integral membrane protein PqiA family
wgMLST	STMMW_18381	Paraquat-inducible protein B
wgMLST	STMMW_18391 (yebU)	ribosomal RNA small subunit methyltransferase F
wgMLST	STMMW_18401	hypothetical protein
wgMLST	STMMW_18411 (yebW)	secreted protein
wgMLST	STMMW_18421 (pphA)	"serine/threonine protein phosphatase, partial"
wgMLST	STMMW_18431	inner membrane protein
wgMLST	STMMW_18441 (sopE2)	guanine nucleotide exchange factor sopE2
wgMLST	STMMW_18551 (pcoD)	putative cation transporter
wgMLST	STMMW_18561 (yobA)	putative cation resistance protein
wgMLST	STMMW_18571 (holE)	DNA polymerase III subunit theta
wgMLST	STMMW_18581	carbon-nitrogen family hydrolase
wgMLST	STMMW_18591 (exoX)	DNA polymerase III subunit epsilon
wgMLST	STMMW_18601 (opdB)	oligopeptidase B
wgMLST	STMMW_18611 (yebE)	membrane protein
wgMLST	STMMW_18621 (yebF)	putative protein YebF
wgMLST	STMMW_18631 (yebG)	DNA damage-inducible protein YebG
wgMLST	STMMW_18641 (purT)	phosphoribosylglycinamide formyltransferase 2
wgMLST	STMMW_18651 (eda)	ketohydroxyglutarate aldolase
wgMLST	STMMW_18661 (edd)	phosphogluconate dehydratase
wgMLST	STMMW_18671 (zwf)	glucose-6-phosphate dehydrogenase
wgMLST	STMMW_18681 (hexR)	transcriptional regulator HexR
wgMLST	STMMW_18691 (pykA)	pyruvate kinase II
wgMLST	STMMW_18711 (yebA)	peptidase
wgMLST	STMMW_18721 (znuA)	ABC superfamily high affinity Zn transport protein
wgMLST	STMMW_18731 (znuC)	zinc ABC transporter ATPase
wgMLST	STMMW_18741 (znuB)	high-affinity zinc transporter membrane component
wgMLST	STMMW_18751 (ruvB)	Holliday junction DNA helicase RuvB
wgMLST	STMMW_18761 (ruvA)	Holliday junction ATP-dependent DNA helicase ruvA
wgMLST	STMMW_18811 (ruvC)	crossover junction endodeoxyribonuclease RuvC
wgMLST	STMMW_18821 (yebC)	transcriptional regulator
wgMLST	STMMW_18831 (ntpA)	Dihydroneopterin triphosphate pyrophosphohydrolase type 2 NudB
wgMLST	STMMW_18841 (aspS)	aspartate--tRNA ligase
wgMLST	STMMW_18851 (yecD)	putative hydrolase
wgMLST	STMMW_18871 (yecN)	inner membrane protein
wgMLST	STMMW_18881 (yecO)	tRNA (uridine-5-oxyacetic acid methyl ester)(34) synthase TrmP
wgMLST	STMMW_18891 (yecP)	tRNA 5-methoxyuridine(34) synthase CmoB
wgMLST	STMMW_18901 (cutC)	Cytoplasmic copper homeostasis protein CutC
wgMLST	STMMW_18911 (yecM)	metalloprotein
wgMLST	STMMW_18921 (argS)	arginine--tRNA ligase
wgMLST	STMMW_18941 (yteR)	glycosyl hydrolase family 88
wgMLST	STMMW_18951 (flhE)	flagellar biosynthesis protein FlhE
wgMLST	STMMW_18961 (flhAa)	"flagellar biosynthesis protein FlhA, partial"
wgMLST	STMMW_18971 (flhB)	"flagellar biosynthesis protein FlhB, partial"
wgMLST	STMMW_18981 (cheZ)	chemotaxis regulator CheZ
wgMLST	STMMW_18991 (cheY)	two-component system response regulator
wgMLST	STMMW_19001 (cheB)	chemotaxis response regulator protein-glutamate methylesterase
wgMLST	STMMW_19011 (cheR)	chemotaxis protein methyltransferase
wgMLST	STMMW_19031 (cheW)	chemotaxis protein CheW
wgMLST	STMMW_19041 (cheA)	histidine kinase CheA
wgMLST	STMMW_19051 (motB)	flagellar motor protein MotB
wgMLST	STMMW_19061 (motA)	"flagellar motor protein MotA, partial"
wgMLST	STMMW_19071 (flhC)	regulator of flagellar biosynthesis
wgMLST	STMMW_19081 (flhD)	Flagellar transcriptional regulator FlhD
wgMLST	STMMW_19101 (yecG)	universal stress protein C
wgMLST	STMMW_19111 (otsA)	trehalose-6-phosphate synthase
wgMLST	STMMW_19121 (otsB)	trehalose-6-phosphate phosphatase
wgMLST	STMMW_19131 (araH)	Putative intracellular protease/amidase
wgMLST	STMMW_19141 (ftnB)	ferritin
wgMLST	STMMW_19161	lipoprotein
wgMLST	STMMW_19171 (ftn)	ferritin
wgMLST	STMMW_19181 (yecH)	putative metal-binding protein
wgMLST	STMMW_19191 (tyrP)	aromatic amino acid transporter
wgMLST	STMMW_19201 (yecA)	hypothetical protein
wgMLST	STMMW_19211	glucose-6-phosphate dehydrogenase
wgMLST	STMMW_19241 (pgsA)	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
wgMLST	STMMW_19251 (uvrC)	excinuclease ABC subunit C
wgMLST	STMMW_19261 (sirA)	two-component system response regulator UvrY
wgMLST	STMMW_19262	hypothetical protein
wgMLST	STMMW_19281 (yecF)	hypothetical protein
wgMLST	STMMW_19291 (sdiA)	LuxR family transcriptional regulator
wgMLST	STMMW_19311 (yecS)	ABC transporter permease
wgMLST	STMMW_19321 (dcyD)	D-cysteine desulfhydrase
wgMLST	STMMW_19331 (fliY)	Cystine ABC transporter
wgMLST	STMMW_19341 (fliZ)	Flagellar biosynthesis protein FliZ
wgMLST	STMMW_19351 (fliA)	RNA polymerase sigma factor FliA
wgMLST	STMMW_19401 (fliD)	flagellar filament capping protein FliD
wgMLST	STMMW_19411 (fliS)	flagellar protein FliS
wgMLST	STMMW_19421 (fliT)	"flagellar biosynthesis protein FliT, partial"
wgMLST	STMMW_19431 (amyA)	alpha-amylase
wgMLST	STMMW_19451 (yedE)	paral putative membrane component of transport system
wgMLST	STMMW_19461 (yedF)	SirA-like protein
wgMLST	STMMW_19471	"putative 50S ribosomal protein, partial"
wgMLST	STMMW_19481 (fliE)	flagellar hook-basal body complex protein FliE
wgMLST	STMMW_19491 (fliF)	flagellar M-ring protein FliF
wgMLST	STMMW_19501 (fliG)	flagellar motor switch protein FliG
wgMLST	STMMW_19511 (fliH)	flagellar assembly protein FliH
wgMLST	STMMW_19521 (fliI)	Flagellum-specific ATP synthase FliI
wgMLST	STMMW_19531 (fliJ)	flagellar biosynthesis chaperone FliJ
wgMLST	STMMW_19541 (fliK)	flagellar hook-length control protein
wgMLST	STMMW_19551 (fliL)	flagellar biosynthesis
wgMLST	STMMW_19561 (fliM)	flagellar motor switch protein FliM
wgMLST	STMMW_19571 (fliN)	flagellar motor switch protein FliN
wgMLST	STMMW_19581 (fliO)	flagellar biosynthesis
wgMLST	STMMW_19591 (fliP)	"flagellar biosynthesis protein FliP, partial"
wgMLST	STMMW_19601 (fliQ)	flagellar biosynthetic protein FliQ
wgMLST	STMMW_19611 (fliR)	fliR
wgMLST	STMMW_19621 (rcsA)	helix-turn-helix transcriptional regulator
wgMLST	STMMW_19631 (dsrB)	dextransucrase DSRB
wgMLST	STMMW_19641 (yodD)	putative cytoplasmic protein
wgMLST	STMMW_19651 (mngB)	Putative mannosyl-3-phosphoglycerate phosphatase
wgMLST	STMMW_19661 (gcpA)	diguanylate cyclase
wgMLST	STMMW_19671	putative cytoplasmic protein
wgMLST	STMMW_19681 (yedI)	membrane protein
wgMLST	STMMW_19691 (yedA)	inner membrane transporter yedA
wgMLST	STMMW_19701 (vsr)	very short patch repair endonuclease
wgMLST	STMMW_19711 (dcm)	DNA cytosine methyltransferase
wgMLST	STMMW_19721 (yedJ)	phosphohydrolase
wgMLST	STMMW_19751 (cspB)	"cold shock protein, partial"
wgMLST	STMMW_20351 (yeeI)	DgsA anti-repressor MtfA
wgMLST	STMMW_20411 (amn)	AMP nucleosidase
wgMLST	STMMW_20501 (cbiP)	cobyric acid synthase CobQ
wgMLST	STMMW_20891 (yeeX)	protein YeeX
wgMLST	STMMW_20901 (yeeA)	"inner membrane protein YeeA, partial"
wgMLST	STMMW_20911 (gyrI)	DNA gyrase inhibitor
wgMLST	STMMW_20921 (dacD)	D-alanyl-D-alanine carboxypeptidase
wgMLST	STMMW_20931 (phsC)	thiosulfate reductase cytochrome B subunit
wgMLST	STMMW_20941 (phsB)	thiosulfate reductase electron transporter PhsB
wgMLST	STMMW_20951 (phsA)	thiosulfate reductase PhsA
wgMLST	STMMW_20981 (sbcB)	exodeoxyribonuclease I
wgMLST	STMMW_20991 (yeeF)	putrescine/spermidine ABC transporter
wgMLST	STMMW_21001 (yeeY)	LysR family transcriptional regulator
wgMLST	STMMW_21011 (yeeZ)	NAD(P)-dependent oxidoreductase
wgMLST	STMMW_21021 (hisG)	ATP phosphoribosyltransferase
wgMLST	STMMW_21031 (hisD)	histidinol dehydrogenase
wgMLST	STMMW_21041 (hisC)	histidinol-phosphate aminotransferase
wgMLST	STMMW_21051 (hisB)	bifunctional imidazole glycerol-phosphate dehydratase/histidinol phosphatase
wgMLST	STMMW_21061 (hisH)	imidazole glycerol phosphate synthase subunit HisH
wgMLST	STMMW_21071 (hisA)	1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase
wgMLST	STMMW_21081 (hisF)	imidazole glycerol phosphate synthase cyclase subunit
wgMLST	STMMW_21091 (hisI)	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase
wgMLST	STMMW_21101 (wzzB)	chain length determinant protein WzzB
wgMLST	STMMW_21111 (udg)	UDP-glucose 6-dehydrogenase
wgMLST	STMMW_21121 (gnd)	"phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)"
wgMLST	STMMW_21301 (wcaM)	colanic acid biosynthesis protein WcaM
wgMLST	STMMW_21311 (wcaL)	colanic acid biosynthesis glycosyltransferase WcaL
wgMLST	STMMW_21331 (wzx)	colanic acid exporter
wgMLST	STMMW_21341 (wcaJ)	Colanic acid biosynthsis UDP-glucose lipid carrier transferase WcaJ
wgMLST	STMMW_21361 (cpsB)	Mannose-1-phosphate guanylyltransferase ManC
wgMLST	STMMW_21371 (wcaI)	colanic acid biosynthesis glycosyltransferase WcaI
wgMLST	STMMW_21421 (wcaF)	colanic acid biosynthesis acetyltransferase WcaF
wgMLST	STMMW_21431 (wcaE)	colanic acid biosynthesis glycosyltransferase WcaE
wgMLST	STMMW_21441 (wcaD)	putative colanic acid polymerase WcaD
wgMLST	STMMW_21451 (wcaC)	colanic acid biosynthesis glycosyltransferase WcaC
wgMLST	STMMW_21461 (wcaB)	Colanic acid biosynthesis acetyl transferase WcaB
wgMLST	STMMW_21471 (wcaA)	Colanic acid biosynthesis glycosyl transferase WcaA
wgMLST	STMMW_21481 (wzc)	tyrosine kinase
wgMLST	STMMW_21491 (wzb)	tyrosine phosphatase
wgMLST	STMMW_21501 (wza)	Amylovoran export outer membrane protein AmsH
wgMLST	STMMW_21511 (yegH)	putative membrane protein
wgMLST	STMMW_21521 (asmA)	outer membrane assembly protein AsmA
wgMLST	STMMW_21531 (dcd)	dCTP deaminase
wgMLST	STMMW_21541 (udk)	uridine kinase
wgMLST	STMMW_21551 (yegE)	diguanylate cyclase/phosphodiesterase
wgMLST	STMMW_21561 (alkA)	3-methyladenine DNA glycosylase 2
wgMLST	STMMW_21571 (yegD)	molecular chaperone
wgMLST	STMMW_21581 (mdtA)	multidrug transporter subunit MdtA
wgMLST	STMMW_21591 (yegN)	multidrug transporter subunit MdtB
wgMLST	STMMW_21601 (yegO)	multidrug transporter subunit MdtC
wgMLST	STMMW_21621 (baeS)	two-component system sensor histidine kinase BaeA
wgMLST	STMMW_21631 (baeR)	two-component system response regulator
wgMLST	STMMW_21671 (yegQ)	U32 family peptidase
wgMLST	STMMW_21691 (srcA)	tir chaperone
wgMLST	STMMW_21711 (yegS)	lipid kinase YegS
wgMLST	STMMW_21721 (fbaB)	fructose-bisphosphate aldolase
wgMLST	STMMW_21731 (yegT)	nucleoside transporter yegT
wgMLST	STMMW_21741 (yegU)	ADP-ribosylglycohydrolase
wgMLST	STMMW_21751 (yegV)	putative sugar kinase
wgMLST	STMMW_21761 (yegW)	GntR family transcriptional regulator
wgMLST	STMMW_21771 (thiD)	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
wgMLST	STMMW_21791	nickel/cobalt homeostasis protein RcnB
wgMLST	STMMW_21851 (mrp)	Fe-S-binding ATPase
wgMLST	STMMW_21861 (metG)	methionyl tRNA synthetase
wgMLST	STMMW_21901 (yehT)	two-component system response regulator YehT
wgMLST	STMMW_21911 (yehU)	putative two-component system sensor kinase
wgMLST	STMMW_21921 (mlrA)	transcriptional regulator
wgMLST	STMMW_21931 (yohO)	membrane protein
wgMLST	STMMW_21941 (yehW)	Osmoprotectant ABC transporter ATP-binding subunit YehX
wgMLST	STMMW_21951 (yehX)	"osmoprotectant uptake system ATP-binding protein, partial"
wgMLST	STMMW_21961 (yehY)	osmoprotectant uptake system permease
wgMLST	STMMW_21971 (yehZ)	transporter
wgMLST	STMMW_21981 (bglX)	glycosyl hydrolase
wgMLST	STMMW_21991 (dld)	D-lactate dehydrogenase
wgMLST	STMMW_22001 (pbpG)	D-alanyl-D-alanine endopeptidase precursor
wgMLST	STMMW_22011 (yohC)	transporter
wgMLST	STMMW_22021 (yohD)	DedA family inner membrane protein YohD
wgMLST	STMMW_22031 (yohF)	"oxidoreductase, short chain dehydrogenase/reductase family"
wgMLST	STMMW_22041 (yohG)	multidrug transporter permease
wgMLST	STMMW_22061 (yohI)	tRNA dihydrouridine synthase DusC
wgMLST	STMMW_22081 (nagL)	glutathione S-transferase
wgMLST	STMMW_22091 (nagK)	5-carboxymethyl-2-hydroxymuconate isomerase
wgMLST	STMMW_22131 (yohJ)	putative effector of murein hydrolase LrgA
wgMLST	STMMW_22141 (yohK)	CidB/LrgB family autolysis modulator
wgMLST	STMMW_22151 (cdd)	cytidine deaminase
wgMLST	STMMW_22161 (sanA)	vancomycin sensitivity
wgMLST	STMMW_22171 (b2145)	Putative membrane protein
wgMLST	STMMW_22181 (preT)	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT homolog
wgMLST	STMMW_22191 (yeiA)	dihydropyrimidine dehydrogenase subunit B
wgMLST	STMMW_22201 (mglC)	galactoside ABC transporter permease MglC
wgMLST	STMMW_22221 (mglB)	Galactose/methyl galactoside ABC transport
wgMLST	STMMW_22231 (galS)	DNA-binding transcriptional regulator GalS
wgMLST	STMMW_22241 (yeiB)	Putative inner membrane protein
wgMLST	STMMW_22251 (folE)	type I GTP cyclohydrolase I FolE
wgMLST	STMMW_22261 (yeiG)	S-formylglutathione hydrolase
wgMLST	STMMW_22311 (cirA)	catecholate siderophore receptor CirA
wgMLST	STMMW_22321 (lysP)	lysine transporter
wgMLST	STMMW_22331 (yeiE)	LysR family transcriptional regulator YeiE
wgMLST	STMMW_22341 (yeiH)	"Putative membrane protein YeiH, partial"
wgMLST	STMMW_22351 (nfo)	deoxyribonuclease IV
wgMLST	STMMW_22361 (fruA)	PTS fructose transporter subunit EIIBC
wgMLST	STMMW_22371 (fruK)	1-phosphofructokinase
wgMLST	STMMW_22381 (fruB)	bifunctional PTS system fructose-specific transporter subunit IIA/HPr protein
wgMLST	STMMW_22391 (setB)	sugar efflux transporter B
wgMLST	STMMW_22412 (yeiW)	protein YeiW
wgMLST	STMMW_22431 (yeiR)	Putative GTPase
wgMLST	STMMW_22441 (yeiU)	permease
wgMLST	STMMW_22451 (spr)	"outer membrane lipoprotein, partial"
wgMLST	STMMW_22461 (rtn)	diguanylate phosphodiesterase
wgMLST	STMMW_22471 (yejA)	peptide ABC transporter substrate-binding protein
wgMLST	STMMW_22481 (yejB)	microcin C ABC transporter permease YejB
wgMLST	STMMW_22491 (yejE)	microcin C ABC transporter permease
wgMLST	STMMW_22501 (yejF)	microcin C ABC transporter ATP-binding protein YejF
wgMLST	STMMW_22511 (yejG)	Putative cytoplasmic protein
wgMLST	STMMW_22521 (bcr)	Bcr/CflA family multidrug efflux MFS transporter
wgMLST	STMMW_22531 (rsuA)	16S rRNA pseudouridine(516) synthase
wgMLST	STMMW_22541 (yejH)	ATP-dependent helicase
wgMLST	STMMW_22551 (rplY)	50S ribosomal protein L25
wgMLST	STMMW_22571 (yejK)	nucleoid-associated protein YejK
wgMLST	STMMW_22572 (yejL)	UPF0352 protein YejL
wgMLST	STMMW_22581 (yejM)	sulfatase
wgMLST	STMMW_22771 (narP)	two-component system response regulator
wgMLST	STMMW_22801 (napC)	"cytochrome c-type protein NapC, partial"
wgMLST	STMMW_22811 (napB)	nitrate reductase cytochrome C550 subunit
wgMLST	STMMW_22831 (napG)	quinol dehydrogenase
wgMLST	STMMW_22841 (napA)	nitrate reductase catalytic subunit
wgMLST	STMMW_22851 (napD)	Periplasmic nitrate reductase component NapD
wgMLST	STMMW_22861 (napF)	ferredoxin
wgMLST	STMMW_22871 (eco)	ecotin precursor
wgMLST	STMMW_22881 (yojI)	multidrug transporter membrane component/ATP-binding component
wgMLST	STMMW_22891 (alkB)	alpha-ketoglutarate-dependent dioxygenase AlkB
wgMLST	STMMW_22901 (ada)	bifunctional transcriptional regulator/O6-methylguanine-DNA methyltransferase
wgMLST	STMMW_22911 (apbE)	thiamine biosynthesis protein ApbE
wgMLST	STMMW_22931 (yojN)	putative regulator YojN
wgMLST	STMMW_22941 (rcsB)	DNA-binding response regulator
wgMLST	STMMW_22951 (rcsC)	two-component system sensor histidine kinase/response regulator
wgMLST	STMMW_22961 (gyrA)	DNA gyrase subunit A
wgMLST	STMMW_23001 (ubiG)	3-demethylubiquinone-9 3-methyltransferase and 2-octaprenyl-6-hydroxy phenol methylase
wgMLST	STMMW_23011 (nrdA)	Ribonucleotide reductase class 1a alpha subunit
wgMLST	STMMW_23021 (nrdB)	Ribonucleotide reductase of class 1a beta subunit
wgMLST	STMMW_23031 (yfaE)	(2Fe-2S) ferredoxin
wgMLST	STMMW_23041	MFS-type transporter ytbD
wgMLST	STMMW_23051	LysR family transcriptional regulator
wgMLST	STMMW_23061 (glpQ)	glycerophosphoryl diester phosphodiesterase periplasmic
wgMLST	STMMW_23071 (glpT)	sn-glycerol-3-phosphate transporter
wgMLST	STMMW_23081 (glpA)	sn-glycerol-3-phosphate dehydrogenase subunit A
wgMLST	STMMW_23091 (glpB)	anaerobic glycerol-3-phosphate dehydrogenase subunit B
wgMLST	STMMW_23101 (glpC)	sn-glycerol-3-phosphate dehydrogenase subunit C
wgMLST	STMMW_23171	competence/damage-inducible protein A
wgMLST	STMMW_23181 (yfaZ)	YfaZ superfamily
wgMLST	STMMW_23191 (yfaO)	nucleoside triphosphatase
wgMLST	STMMW_23201 (ais)	heptose kinase
wgMLST	STMMW_23211 (yfbE)	putative DegT/DnrJ/EryC1/StrS family
wgMLST	STMMW_23221 (pmrF)	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
wgMLST	STMMW_23231 (yfbG)	bifunctional UDP-glucuronic acid oxidase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase
wgMLST	STMMW_23241 (arnD)	4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
wgMLST	STMMW_23251 (arnT)	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
wgMLST	STMMW_23261 (arnE)	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
wgMLST	STMMW_23271 (arnF)	4-amino-4-deoxy-L-arabinose-phospho-UDP flippase
wgMLST	STMMW_23281 (pmrD)	PmrD
wgMLST	STMMW_23291 (menE)	2-succinylbenzoate-CoA ligase
wgMLST	STMMW_23301 (menC)	o-succinylbenzoate synthase
wgMLST	STMMW_23311 (menB)	"1,4-dihydroxy-2-naphthoyl-CoA synthase"
wgMLST	STMMW_23321 (yfbB)	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
wgMLST	STMMW_23331 (menD)	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylic-acid synthase
wgMLST	STMMW_23341 (menF)	menaquinone-specific isochorismate synthase
wgMLST	STMMW_23342 (elaB)	ElaB protein
